VEH_ID,DEPOT_ID,DEPOT_NM,MODEL_NUM,SPN_513,SPN_190,SPN_91,SPN_92,SPN_524,SPN_523,SPN_1821,SPN_2806,SPN_1087,SPN_1088,SPN_917,SPN_247,SPN_964,SPN_250,SPN_237,SPN_110,SPN_84,SPN_597,SPN_595,SPN_183,SPN_184,SPN_171,SPN_96
VH3751,M002,KAJANG,SCANIA K250 MRT,19.966373774923962,811.181184521798,13.100287259209193,24.832037850625213,1.3940520446096654,1.3927002365664076,1.0,,1128.2504224400136,1128.2504224400136,247020.53854807367,14290.084597837109,,118553.91202686718,,82.28202095302467,10.71755660696181,,,1735.3753970936127,24.66282527881041,736.593781683001,76.47930043933762
VAE7537,M002,KAJANG,SCANIA K250 MRT,20.091269279750954,720.1398754775718,12.229092967312862,25.143554549313713,1.3474600254704967,1.3451959813216359,1.0,,1091.3536153955001,1091.350219329277,257157.3868621763,14386.284689401444,,119200.26100183954,,80.76064808263762,9.784491297580303,,,1856.8008985425215,21.03684731852271,625.7437314277629,74.72223008348662
VAG4729,M002,KAJANG,SCANIA K250 MRT,19.338182049164708,878.2582417582418,13.355269008448198,23.941243727370896,1.4130407165089247,1.409038937940672,1.0,,1124.9970145461475,1124.9970145461475,263395.29154957755,15086.331274217113,,125279.61281204344,,79.93616210379216,10.821698532681191,,,1674.2643968748014,28.96911325668551,683.2913707679604,80.9643968748015
VH4215,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,843.4629926482781,18.648278149356035,255.0,2.041678182521696,2.0375877508153226,1.0,,2040.0,2040.0,316718.4693571389,29512.364556962024,,128149.32820186834,,83.84047316345143,15.200154773091592,,,1568.2590072411697,128.0,1635.7608202973854,81.03852744458571
VAG4680,M002,KAJANG,SCANIA K250 MRT,19.32062108417325,869.4750749114683,13.180922546081904,24.17742667756288,1.3753291564514665,1.373649323526741,1.0,,1091.173484676504,1091.1691259931895,325168.6534805902,18322.17849262202,,157680.3365567965,,80.94097616345063,10.490556614909652,,,1631.5967402161082,24.519467901570874,780.6925493757094,71.16027241770715
VAF5743,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,754.1736291638957,17.444954960401425,255.0,1.8406384136388367,1.8384015476694275,1.0,,2040.0,2040.0,284077.16602019226,41568.07304878786,,114277.48467444532,,72.1901336073998,13.280635995405357,,,1975.216443987667,128.0,1767.0,79.29133667855632
VAF5489,M002,KAJANG,SCANIA K250 MRT,21.788189309106276,998.8896577223749,15.144728502007183,26.75818719628143,1.5090851468413269,1.5012148742869216,1.0,,1066.5442636805408,1066.528206211705,256170.47353053032,469.88101098668926,,3817.846212761462,,80.81289947704823,11.659782379040777,,,1550.7336995563066,23.427751954362982,684.4903285442637,79.80065497570251
VAH9043,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,781.8974243785565,16.907981431566338,255.0,1.7421383647798743,1.7342767295597483,1.0,,2040.0,2040.0,321125.0211396481,65441.46476974916,,125593.47652740341,,71.50561545372867,12.61837376460018,,,1925.8419886193471,128.0,1734.3052789217522,73.30607966457023
VX3578,M002,KAJANG,SCANIA K250 MRT,20.223217550274224,720.9756855575869,13.66800731261426,24.927696526508228,1.4344606946983547,1.430073126142596,1.0,,1112.6873857404023,1112.636197440585,213961.52528976236,12925.28517367459,,101783.66275137111,,82.4418647166362,11.03619744058501,,,1892.5498720292505,22.13508226691042,617.6694332723948,76.43071297989032
VH4643,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,848.5256072830824,14.884799585796264,255.0,1.621305604694309,1.6137981619709194,1.0,,2040.0,2040.0,288936.65421409154,61926.69128446305,,111850.86022781205,,78.73969883936661,10.72576260948354,,,695.6064633041377,128.0,1540.1583897829746,81.88781982137463
VAJ1570,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,807.6731401483294,12.08739200244667,255.0,1.3465861304381068,1.3411575808548055,1.0,,2040.0,2040.0,292460.4500841043,15757.121821240156,,116691.73033106506,,72.54453704411652,8.929811147641256,,,1955.7551188928817,128.0,1716.2499426561665,84.57588500649896
VH4096,M002,KAJANG,SCANIA K250 MRT,19.30916866059156,766.7402127984524,13.08053759609021,23.96192027694344,1.3903171613297358,1.3876699078552155,1.0,,1116.0114041339987,1116.0101822624988,241954.316367987,14044.093880148668,,114957.43648490403,,82.58468665682432,10.437611362826452,,,1842.2270121671843,25.58900371633661,640.6399063184156,82.32598513389675
VH2057,M002,KAJANG,SCANIA K250 MRT,17.926825345770343,922.8637825667417,9.684625281440978,22.82657874986598,1.2705049855258925,1.265680283049212,1.0,,1061.7248847432186,1061.509595797148,238378.38174010933,14550.102594617778,,115851.35992280475,,81.48697330331296,8.301543904792538,,,1660.0968961080732,19.29618848504342,629.8992548515064,87.07494371180444
VAJ1481,M002,KAJANG,SCANIA K250 MRT,23.140323824209716,944.354202004626,14.396993060909791,28.615690053970702,1.4338473400154201,1.4345412490362375,1.0,,1044.7796453353894,1044.3225905936777,299059.7549899769,18500.51075558982,,150953.38118735544,,86.35601387818042,10.96692367000771,,,1628.090100231303,28.972702390131072,535.793901310717,77.24629915188898
VAH9067,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,862.9379683430175,17.178641554798638,255.0,1.7624123422159887,1.7578841915447807,1.0,,2040.0,2040.0,288591.75097174913,31730.07430975756,,108236.6433981166,,73.72169905830495,13.38276898417151,,,1539.5408335003006,128.0,1653.2381887397314,79.78200761370466
