VEH_ID,DEPOT_ID,DEPOT_NM,MODEL_NUM,SPN_513,SPN_190,SPN_91,SPN_92,SPN_524,SPN_523,SPN_1821,SPN_2806,SPN_1087,SPN_1088,SPN_917,SPN_247,SPN_964,SPN_250,SPN_237,SPN_110,SPN_84,SPN_597,SPN_595,SPN_183,SPN_184,SPN_171,SPN_96
VAJ8965,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,709.2070372048947,12.735074780602364,255.0,1.4941287956820897,1.4867125375963084,1.0,,2040.0,2040.0,270178.17525400687,40760.319879691815,,105832.46306291458,,84.23546619422356,9.448930822792633,,,692.0939351489432,128.0,1705.1957892134646,85.67269580981419
VH2480,M002,KAJANG,SCANIA K250 MRT,21.822098990803568,790.7617538662901,11.685289153721627,27.85234044018875,1.4781111149381738,1.4756311783143319,1.0,,1052.0869355560912,1040.5494437364378,314288.46400268655,18340.71120449144,,151405.2839699652,,79.86753005200978,9.684841387386767,,,1894.8705817517998,14.931092205421418,500.82167533496363,78.01777287913754
VAE7564,M002,KAJANG,SCANIA K250 MRT,20.670537223487912,788.907768060557,12.605901374292644,25.581171455868304,1.4396266627471155,1.4403983243918572,1.0,,1052.177261703535,1052.5744102300287,248254.08397898063,14183.80255392643,,114796.44074740942,,81.84882780921585,9.980634967296245,,,1876.1116851620488,20.620272653781143,636.5969170280003,83.90250982986073
VAJ2854,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,805.1383237846925,11.843287934405984,255.0,1.280935881162304,1.2712614497924457,1.0,,2040.0,2040.0,342805.8658444544,34785.94622800096,,139939.88973892757,,68.96161103296853,8.171532471096778,,,1790.079429826066,128.0,1665.6228687090465,87.5700024014546
VAG4711,M002,KAJANG,SCANIA K250 MRT,20.70941438102298,851.2947156623954,11.801334321719793,26.07910621624484,1.392248226199301,1.388753574076035,1.0,,1230.1887112146565,1230.0235094779202,289485.51043842,17527.63317801546,,135805.49364608704,,82.70941438102298,10.23911892407074,,,1730.8174520809064,16.94171343852589,634.0449327544212,77.269935401885
VH1570,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,678.4930114988105,10.63877874702617,255.0,1.2340404440919905,1.2293318794607455,,,2040.0,2040.0,291243.33079054323,26869.625441118158,,116158.57556007137,,77.84179222839016,8.038610229976209,,,2022.154267446471,128.0,1752.6272799365584,89.62737906423473
VAG4725,M002,KAJANG,SCANIA K250 MRT,18.245264497364115,730.9214688238502,9.935139065624432,23.07285948009453,1.2476277040538084,1.2450099981821487,1.0,,1079.930194510089,1079.9342664970006,268374.39985166333,15960.494917287766,,126553.6886747864,,81.44795491728776,8.900781676058898,,,1930.2103363024903,19.361705144519178,554.1786438829304,77.7322668605708
VAF5434,M002,KAJANG,SCANIA K250 MRT,21.181811254619575,873.5776279193813,12.605135825046672,26.772583533356194,1.5450527679353832,1.5422714976949747,1.0,,1073.0628262277594,1072.966510458338,347813.953366861,19925.449289442604,,163595.71010020192,,81.69920371852021,10.38998742713453,,,1864.5763287232826,14.996910123061683,503.391709528708,77.12161389873128
VAG4871,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,757.312241301586,16.771976558337773,255.0,1.7171837219786075,1.7050940535223966,1.0,,2040.0,2040.0,280649.70759968855,32565.948227531662,,113159.31359370517,,71.404409655342,11.970820867997213,,,1710.8296873078973,128.0,1670.4670710216794,77.76943567886562
VH4069,M002,KAJANG,SCANIA K250 MRT,20.645510591210876,904.2715776161872,11.911713563073032,26.123300663926653,1.5245810938981978,1.5245020550110655,1.0,,1130.5045842554537,1130.5039519443567,232510.6362021815,14309.427015491621,,114318.50573031932,,79.60946885867847,9.755058488776479,,,1829.1966566550743,15.270913689535252,477.69270471071763,62.59144799241227
VH3593,M002,KAJANG,SCANIA K250 MRT,21.2031237705563,819.5554724998033,11.796915571642144,26.70029113226847,1.4939806436383665,1.4939413014399245,1.0,,1073.8116295538596,1074.149342985286,244164.23117790543,14147.234786371862,,115019.6919899284,,81.08777244472421,9.803643087575734,,,1929.8474348886616,13.912133133999527,451.3050908804784,83.25100322606028
VAJ2870,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,715.3379917792131,10.199941280093952,255.0,1.1560775102759835,1.1536112742219613,1.0,,2040.0,2040.0,319182.10638285376,29390.527645331767,,124500.06846741046,,71.99013505578391,7.433470346447446,,,1588.6391250734,128.0,1619.205871990605,91.39401056958309
VK6274,M002,KAJANG,SCANIA K250 MRT,20.765375424474907,981.9922965664696,11.141680291787196,26.238712111684066,1.4664507609105772,1.4646899761036347,1.0,,1062.0427619167401,1062.075462206012,260279.30717928562,15640.670405307674,,126611.90582945541,,81.28732234939001,9.853383222236197,,,1648.3111872720413,14.901336309898126,611.0895327631745,79.74286253301472
VK2961,M002,KAJANG,SCANIA K250 MRT,20.684996988858778,1069.1514227642276,12.093458295694068,26.121537187594097,1.4594625112917796,1.4572041553748871,1.0,,1096.912978018669,1096.917795844625,210143.27810862692,12709.670208521531,,103224.41228169226,,78.18876091538694,10.781579343571213,,,1600.6511442336646,16.9565906353508,575.9592404396266,82.03041252634749
VH2055,M002,KAJANG,SCANIA K250 MRT,18.77485892938844,768.8917569010218,9.91245996644807,23.97716181180418,1.4170733567180114,1.4137181637944183,1.0,,1113.6165929540948,1113.599816989477,250692.057448147,15010.751223882875,,116354.28612551471,,78.6167073356718,8.72353972853439,,,1975.2831782827514,14.727264755223425,371.0689987799298,85.67225865487265
VAH9053,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,706.868250917351,11.883758518259654,255.0,1.2448890442075835,1.2381181198672024,1.0,,2040.0,2040.0,290379.86461864406,25824.70324130701,,117412.17010309278,,73.89537829809541,7.9659269613838894,,,2104.285698060458,128.0,1758.424078280622,88.54167394723048
VK2906,M002,KAJANG,SCANIA K250 MRT,20.30819860411697,778.32622139765,12.930470889654563,25.18314338722502,1.403790087463557,1.400697941514268,1.0,,1112.3855464263627,1112.377771887976,267071.98525708984,15266.291218305505,,129341.36487322202,,82.74335188620903,10.296360102482552,,,1746.2413464086935,21.48126601289867,729.3562328827635,80.56860146656065
VAH9062,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,711.8529899273237,14.03425559947299,255.0,1.4329550767138426,1.4243699264737133,,,2040.0,2040.0,203384.29283522462,19887.538208168644,,81577.53850567385,,75.53661439075184,9.657911513451486,,,2022.9301882782947,128.0,1763.5305792851375,86.39483190955842
VAF5461,M002,KAJANG,SCANIA K250 MRT,20.69729943259355,794.6952883717589,13.745744451626804,25.842239459886517,1.496265172735761,1.4928894634776988,1.0,,1102.046685340803,1102.0096243625655,280119.35761832935,16456.319324139913,,133793.55054585938,,82.65610859728507,11.182431947137829,,,1753.7228004022122,23.4774940745529,657.0596459096458,76.4502262443439
VK6475,M002,KAJANG,SCANIA K250 MRT,20.345025191338795,859.0724587515865,12.944271374177916,25.3839083112188,1.4506365139802315,1.4463289873466405,1.0,,1094.98803892158,1094.9803469097342,276539.7585800546,15534.453294104074,,131796.53536402446,,82.36175531710319,10.549748086612054,,,1613.142579131572,23.510618822352985,640.1085573631783,79.56040152301834
VG8654,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,832.0484813344632,11.270371526693724,255.0,1.2895945765130905,1.2857142857142858,1.0,,2040.0,2040.0,295390.0993947638,35995.055189331426,,121689.26577761919,,80.94826278934927,8.59198965255787,,,1540.6102002586858,128.0,1641.309798849293,84.49926408277953
VAC5791,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,790.5112122047606,16.896195202646815,255.0,1.7076555463652239,1.7011763624666851,1.0,,2040.0,2040.0,284882.24068559875,15324.597082069662,,114932.16960757284,,82.39362190975095,12.100909842845327,,,1845.7172318720704,128.0,1736.9818031430934,77.351805900193
VAG8054,M002,KAJANG,SCANIA K250 MRT,20.99292537851478,877.4484498918529,13.517213410237924,26.21057137707282,1.493556236481615,1.487878514780101,1.0,,1060.4397981254506,1062.6056236481616,265976.3683421954,15896.628695025234,,125982.56153118241,,82.7340032444124,11.139059120403749,,,1647.1519466474406,19.835508291276135,749.4754010454218,73.29019466474405
VH3745,M002,KAJANG,SCANIA K250 MRT,20.768805964261766,880.6313360419707,13.574178533391187,25.803242475641987,1.4731174312650388,1.4707112145477497,1.0,,1111.8731410989706,1111.8728255295648,276988.41797917243,15772.006634846752,,130583.01909194904,,80.04240463887027,10.955701944696461,,,1670.7315845528776,24.558975977279,582.5927221805846,78.58360616938188
VAJ2850,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,685.672943056031,12.012666894899008,255.0,1.2513979230857013,1.2463768115942029,1.0,,2040.0,2040.0,307992.4303366427,42269.90701814447,,125132.6205066758,,70.98448020084446,8.687778158165012,,,2005.8897523679104,128.0,1755.2015291566815,89.33127924226864
VH4643,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,723.9105574760599,17.02825128143998,255.0,1.7905590654428418,1.7828902928438033,1.0,,2040.0,2040.0,281503.40947828506,23814.154321134818,,109733.44919934835,,79.19875233440617,12.89458417769301,,,823.6602415862042,128.0,1708.3954782055866,80.11141574283785
VAF5904,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,837.7814876787344,18.418238515363555,255.0,1.9802251292972315,1.968892607240645,1.0,,2040.0,2040.0,318343.5692150897,50367.36259507149,,129512.78650745361,,76.25631274718589,15.474368725281412,,,1523.9285442652874,128.0,1688.608457560085,81.9306358381503
VH1373,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,725.7729371612126,11.320778960048184,255.0,1.3628588636819916,1.354788195141538,1.0,,2040.0,2040.0,294367.31183858664,10510.220505922505,,11440.89963862678,,79.6407548685003,8.995342300742823,,,1984.1374462959245,128.0,1722.6899417787592,87.55695643445091
VAG4750,M002,KAJANG,SCANIA K250 MRT,21.22327654374236,799.6451728847675,11.817266911077564,26.800373804902595,1.4439652073898355,1.4427431529005823,1.0,,1045.9843289483142,1045.7853497232406,278869.3360196966,15867.337869312054,,130750.25490618935,,88.13363525267773,10.356768025303717,,,1821.2349004385019,16.40999928114442,617.4500323485012,80.04205305154194
VH4921,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,730.9874830342332,17.39918564319107,255.0,1.852661740310662,1.839541547277937,1.0,,2040.0,2040.0,333008.5004011461,17105.299095159102,,128427.6822500377,,75.58407480018097,13.313979791886593,,,1898.438606545016,128.0,1767.0,74.26632483788268
VAG8051,M002,KAJANG,SCANIA K250 MRT,19.779384666927243,755.7988162376458,13.356692165950081,24.298229940253503,1.4651851024624492,1.464738399687308,1.0,,1114.6319727511307,1114.9710201574628,229771.50187000947,13494.89630911832,,105796.93427885421,,79.78217655927187,10.845329164107431,,,1836.3936624043777,27.45841755541906,656.3529398626389,75.41872801384778
VH3694,M002,KAJANG,SCANIA K250 MRT,22.222351141817416,795.4859975739677,14.214440166657877,27.67723221349085,1.4547228521702442,1.4538790148198935,1.0,,1092.9001634934866,1092.8997415748115,241726.21126417382,14145.19072306313,,118332.06537102473,,87.5821950319076,11.139285902642266,,,1704.2563947049207,24.792479299615,646.4919624492379,78.67781235166922
VAJ2852,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,816.778095153084,16.635276265286084,255.0,1.7979112737659555,1.7896545568151387,1.0,,2040.0,2040.0,289063.1925810051,25513.405748460234,,118635.52231545122,,74.12532357404267,12.80549852718022,,,1811.589966973132,128.0,1723.7919307328393,81.09104704097116
VAG4876,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,842.0324258431532,16.586997155627795,255.0,1.8830963023161316,1.876798049573344,,,2040.0,2040.0,333968.12123770826,43631.07254774482,,132792.69741974806,,74.4993498577814,13.830556684274685,,,1689.877082486794,128.0,1692.444616009752,82.11921982933767
VAF5441,M002,KAJANG,SCANIA K250 MRT,19.065936178392924,913.6611303344868,12.636178392925798,23.60238369857747,1.4143950171094621,1.4125879503248875,1.0,,1116.6190164942905,1116.5870275673806,270508.8884755277,15381.923518781961,,126010.18632011996,,81.15517705409665,10.277173286170171,,,1570.0518205236647,25.00063055096313,654.3156676535045,83.19131838978815
VH2478,M002,KAJANG,SCANIA K250 MRT,21.78042116172799,745.5838790220002,14.506383379657983,26.573750412210863,1.5127903142224526,1.5103877137607764,1.0,,1099.5287134310076,1099.5132614123522,238212.81567955908,14601.469298534885,,117581.83784802374,,85.44108917887596,11.35987186130871,,,1906.2254769868564,21.328063315588636,592.2708672916568,68.05097281763791
VK2745,M002,KAJANG,SCANIA K250 MRT,18.060074184543613,859.2744445719093,11.545065198271576,22.47309854307675,1.203739818744981,1.2023631983480556,1.0,,1056.7847036328872,1056.9064627151051,269960.7324270582,16096.18011089866,,131244.36484264463,,79.57183281710068,9.325035371496309,,,1443.9134526404346,37.10055064815877,585.847223709369,64.78081144124508
VH2542,M002,KAJANG,SCANIA K250 MRT,20.448701230042648,878.4193423324992,12.102773763789518,25.79473443062066,1.5421351284672047,1.5410425404433792,1.0,,1076.1983575934867,1076.3731716772988,289809.5934994537,17141.18134846509,,137044.05640926232,,80.472561942692,10.175977161385825,,,1786.4176823035984,16.154918408345964,445.1862016706023,64.06495612025518
VAG4873,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,794.0977647796115,12.686442448297472,255.0,1.2594526843534573,1.2519323166910383,1.0,,2040.0,2040.0,300233.79494881973,151565.53741382912,,118324.07029454774,,74.35679966576144,9.104658449968666,,,1696.1143722581992,128.0,1626.6277418007103,79.07583037392939
VG8917,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,745.561170339915,16.842998517951905,255.0,1.823588468709662,1.8165606922598843,1.0,,2040.0,2040.0,304431.6229535784,64143.716589377065,,17405.444372729013,,78.85269650028687,12.906726586030501,,,1869.1165511306592,128.0,1726.1626506024097,81.56664754255115
VH1568,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,687.4811018577835,11.263343343343344,255.0,1.2994194194194195,1.2932532532532532,,,2040.0,2040.0,260180.00295799464,74192.357474072,,107263.73842796509,,80.47177064146713,8.647567567567567,,,1860.1238598598597,128.0,1722.2368062785297,91.84519900696725
VAF6417,M002,KAJANG,SCANIA K250 MRT,21.069149485423193,812.7001686572816,12.056414139675764,26.529239665439025,1.4562007365848622,1.4551681409837194,1.0,,1099.4783327023026,1100.1601211578839,225754.1230086394,13368.670667400957,,108878.74987092555,,86.13544212301656,9.313082986266478,,,1921.3383643685677,16.710560011014355,511.75166764189584,69.70787870443672
VAJ1570,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,770.3457143718532,11.703488196810275,255.0,1.283397147939341,1.2772468268564021,1.0,,2040.0,2040.0,289009.78721095,34859.354614248245,,114988.4937441587,,73.0113961831831,8.321866803340468,,,1802.3424402303356,128.0,1674.9883023304892,86.5097530826977
VH4930,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,771.7160439384221,16.182288325849903,255.0,1.7008098139833225,1.6909076330981399,,,2040.0,2040.0,281947.2573568794,58045.98179923028,,111268.850805805,,76.16833707504811,11.781791212315587,,,1585.2346255612572,128.0,1647.9568633739577,81.27742142398974
VAF5439,M002,KAJANG,SCANIA K250 MRT,19.66473890117367,1073.0998469127403,11.789972784487158,24.779554345977207,1.5280234733798266,1.5249192039462494,1.0,,1091.894539887736,1091.8856948460623,240028.0666814084,14385.897389011736,,115392.43223762544,,79.68077053920734,10.924009185235585,,,1668.7963514203095,16.850620853886717,520.4606225548563,72.54205647218915
VAG8049,M002,KAJANG,SCANIA K250 MRT,22.205590473040026,901.3351802844857,14.734866027125372,27.350810453192192,1.4028283162421435,1.4017945749255707,1.0,,1092.4660932848165,1092.3420443268276,273733.59665067814,15771.559489745287,,132701.18076000662,,89.29378928217002,11.335387032748924,,,1561.5261784651009,25.081041184254055,731.7411842540523,74.19918127687727
VH1385,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,733.7502775187603,13.140579903201456,255.0,1.3557568491630034,1.3486079658984946,1.0,,2040.0,2040.0,297928.1264928952,26497.451141207817,,128192.41045737122,,76.71345470692718,9.196749700279739,,,2008.998343768039,128.0,1763.7673179396093,85.87868561278863
VH2675,M002,KAJANG,SCANIA K250 MRT,23.357564575645757,948.6984419844199,14.592783927839278,28.916359163591636,1.5358343583435834,1.530750307503075,1.0,,1061.6242722427223,1063.9681836818368,292502.8083394834,16960.045084050842,,140813.4880893809,,81.14428044280443,11.302829028290283,,,1614.507716277163,20.944633046330463,687.9101599015991,72.34534645346453
VAJ3415,M002,KAJANG,SCANIA K250 MRT,20.96132793378132,803.5118152285168,14.101775621912687,25.88629789506475,1.5076765609007166,1.5057184815985047,1.0,,1097.2627831427174,1097.2104490231854,245518.1986498153,14635.239219438386,,121275.55333541008,,82.03693649592809,11.411018646255174,,,1881.627106047795,22.430559387655197,573.4698678296471,77.3034577900405
VX2890,M002,KAJANG,SCANIA K250 MRT,22.173751278950796,1027.245930611106,13.715408585647179,27.6483419375843,1.5284624686075714,1.5235792019347036,1.0,,1096.4989535370448,1096.552904516069,283686.03761545976,16607.69632575229,,132123.74791870147,,84.0460443700293,10.810613459839077,,,1697.626138319148,20.170410678573088,538.0735965769035,73.51430166038789
VAF5762,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,786.7833805346412,16.65044553429578,255.0,1.7223526973820542,1.7140982247703254,,,2040.0,2040.0,301922.7836095185,23673.837635559852,,192652.83727636942,,79.82603439939214,12.451405677971955,,,1954.9137701181182,128.0,1741.671962423154,75.84181805622711
VAC9627,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,847.2020561181108,18.173069490608334,255.0,1.852825229960578,1.843008425446394,1.0,,2040.0,2040.0,338162.333872227,18242.81481796398,,133114.20501275413,,73.85402334389735,13.877715080776069,,,1495.2550514029529,128.0,1629.9197650150732,79.67102110226482
VAF7159,M002,KAJANG,SCANIA K250 MRT,18.26115294187673,924.4220112496652,10.568167614059105,23.35543585012351,1.4316240588077735,1.4298086366477187,1.0,,1119.724532007976,1119.7252462724323,277753.00109669357,16440.874979911314,,133504.2588464629,,81.69239010743728,10.85738519686914,,,1754.181557096515,19.129993154965625,602.1117675069195,78.9118776226898
