VEH_ID,DEPOT_ID,DEPOT_NM,MODEL_NUM,SPN_513,SPN_190,SPN_91,SPN_92,SPN_524,SPN_523,SPN_1821,SPN_2806,SPN_1087,SPN_1088,SPN_917,SPN_247,SPN_964,SPN_250,SPN_237,SPN_110,SPN_84,SPN_597,SPN_595,SPN_183,SPN_184,SPN_171,SPN_96
VAC5746,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,757.8043875622252,15.31913471464136,255.0,1.6120348542570113,1.6043671008402025,1.0,,2040.0,2040.0,260070.69197059027,23802.220816396763,,104736.15771644998,,83.71598648131616,11.540578962258591,,,1796.4605987020925,128.0,1708.693705715513,84.26687449173336
VAC5751,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,785.6691342176564,14.333580858061111,255.0,1.5477960850906711,1.5395237392880754,1.0,,2040.0,2040.0,284115.31075155543,26861.21233401969,,111001.57942353659,,74.71887610575311,10.597375841407256,,,1913.5862022175525,128.0,1719.997060446862,80.1919656389038
VAC5764,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,741.5816654988744,15.859968545905467,255.0,1.6589142398495076,1.650590995653552,1.0,,2040.0,2040.0,311539.3636672155,27949.050719021074,,117080.00676646018,,76.6599128991006,11.870386726526881,,,1804.7652609134402,128.0,1714.9681678036393,82.37016126885595
VAC5773,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,673.9692820222151,8.418261931681696,255.0,0.8682030196746915,0.8654965560908705,1.0,,2040.0,2040.0,249270.7703802617,34348.810014599476,,150956.4501310372,,73.9845402807556,6.015693161713749,,,2041.7780606508038,128.0,1714.2153717917465,91.7180129608632
VAC5778,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,599.9285714285714,0.0,255.0,0.0,0.0,,,2040.0,2040.0,245316.98,13881.42857142857,,104523.28571428572,,46.5,0.0,,,2505.5714285714284,128.0,1767.0,98.0
VAC5791,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,791.3166565867982,16.79669450949683,255.0,1.7532120095033923,1.7471523052640958,1.0,,2040.0,2040.0,277393.4233364553,23805.99292465634,,127147.8673772781,,82.35945574961823,12.651224805123624,,,1778.2403659216873,128.0,1711.4584986119733,77.99326737884066
VAC9627,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,765.398168066026,15.75079040152964,255.0,1.7316069748988079,1.7247228048201493,1.0,,2040.0,2040.0,330713.07510375016,26711.938503097565,,129956.28197926733,,72.67119071226433,12.123475964288824,,,1757.6421293916144,128.0,1708.6940094249783,82.84244113760859
VAE7038,M001,SUNGAI BULOH,VOLVO B7R MRT,130.0,775.0319976743448,16.820493554916276,255.0,1.7446947101160253,1.7379737737529044,1.0,,2040.0,2040.0,307743.3469515689,23547.188082941255,,125347.32848099449,,73.44313774344285,12.613171305626743,,,1725.2019648575313,128.0,1706.4613016837993,82.40071405652414
VAE7042,M001,SUNGAI BULOH,VOLVO B7R MRT,129.9991279914737,768.5119320103203,15.838139670514037,254.99816716726414,1.6662455702116539,1.6609782885759616,1.0,,2039.9916674740819,2039.9916674740819,275366.4523712373,28893.751970217345,,111305.7829769372,,78.92586363338262,11.644018020326195,,,1744.874143458651,127.99896650841326,1701.3501485661648,81.61383953976856
VAE7104,M002,KAJANG,SCANIA K250 MRT,18.343689724538848,736.9481343915894,11.771187643846012,22.534618875256836,1.346351366447175,1.344393667915919,1.0,,1074.7769114927871,1074.924848648426,217166.7212791328,12599.740194890504,,99101.37666938482,,81.02493528295548,10.151152891716414,,,1764.6370206492877,28.214017371213078,676.029573508538,81.74673271852821
VAE7147,M002,KAJANG,SCANIA K250 MRT,20.985609268917703,877.5288964260872,11.343721972871315,26.385580372365894,1.3067211864755652,1.304041076502484,1.0,,1054.7423123710882,1054.2149484357583,276264.74224112864,15641.063135579023,,127902.78052180276,,75.86966997271526,9.119034826869806,,,1742.8939720354265,22.740853936976013,645.4134172245812,83.92920459349638
VAE7164,M002,KAJANG,SCANIA K250 MRT,18.73661174007268,836.0948638053638,12.488806067264916,23.39455737389639,1.3829747973324746,1.3824101545952814,1.0,,1111.5893649725056,1111.8649831950727,211279.1734543821,12436.10579032355,,101195.78496228512,,77.73605085323713,10.472813637931722,,,1768.0339096575178,28.696299508442426,642.0333169104795,81.23185076912698
VAE7196,M002,KAJANG,SCANIA K250 MRT,21.363015598154217,851.0389833823489,13.693633342774726,26.535796327287887,1.483823858564228,1.4814538104340265,1.0,,1078.0083640379423,1078.0108235603527,241168.8841090893,14187.900028285483,,115469.41777068563,,84.18749819763757,11.046727953450459,,,1754.3599225808794,22.123950838595476,590.0498213701616,71.95849911510128
VAE7225,M002,KAJANG,SCANIA K250 MRT,22.30579027697118,904.2361006157571,15.01008965570543,27.49582483537508,1.511715126232934,1.5093107031007023,1.0,,1062.8470883960997,1044.3994872293126,312366.5670774919,16130.993727732137,,148442.96377875019,,81.45199345032573,11.585067500337587,,,1652.0692774721094,23.826923409189394,567.0459081986945,74.0354309374993
VAE7340,M002,KAJANG,SCANIA K250 MRT,19.288088164702597,871.0475677744216,12.73794585118273,24.094030549681378,1.4398970639142983,1.4398090456171726,1.0,,1098.704240648002,1098.677777423605,236969.5377492398,13765.012110290261,,112737.04600507596,,80.52402371076062,10.869234268777594,,,1662.8878926844463,24.576444965911893,667.773752254507,67.09299613676829
